file	line	verdict	decls	how	quote
docs/second-order-pll-survey.md	938	UNVERIFIED		none	| ∀PLL | no hits; UNVERIFIED but almost certainly free |
docs/semantic-ui-1pv-table.md	8	machine-checked	IsSemAll,IsSemEx	near	`LaxLogic/PLL/SemUI/SemUI.lean` convert into a machine-checked
docs/semantic-ui-1pv-table.md	50	PROVED	semAll_nnp_imp_p	line	| ¬¬p ⊃ p | ⊥ | (lowT weight-capped in probe; PROVED in Lean: `semAll_nnp_imp_p`) | ⊤ | SUBST[⊥] | ...
docs/semantic-ui-1pv-table.md	67	proved	lowT,semAll_nnp_imp_p	line	proved in Lean through `lowT` (`semAll_nnp_imp_p`). No row needed
docs/semantic-ui-1pv-table.md	77	proved	semEx_wem_box	line	value is proved both ways (`semEx_wem_box` uses the lowT route).
docs/semantic-ui-1pv-table.md	79	machine-checked	semEx_wem_box,em_p_no_certificate	near	generator; on the ∀-side the requirement is machine-checked
docs/semantic-ui-1pv-table.md	100	conjecture	semAll_definable,semEx_definable	near	restricted to atoms ⊆ {p}) is now an empirically complete conjecture
docs/semantic-ui-1pv-table.md	116	PROVED	isSemAll_of_reconstruction,isSemEx_of_reconstruction	near	1. **Reduction (PROVED)**: definability follows if the generator
docs/semantic-ui-1pv-table.md	119	REFUTED	isSemAll_of_reconstruction,isSemEx_of_reconstruction	near	2. **Fixed bases REFUTED (machine-checked)**: the ∀-side four-generator
docs/semantic-ui-1pv-table.md	119	machine-checked	isSemAll_of_reconstruction,isSemEx_of_reconstruction	near	2. **Fixed bases REFUTED (machine-checked)**: the ∀-side four-generator
docs/semantic-ui-fresh-prompt.md	17	PROVED		none	PROVED/REFUTED/OPEN kept distinct), `machine-checked-mandate`,
docs/semantic-ui-fresh-prompt.md	17	REFUTED		none	PROVED/REFUTED/OPEN kept distinct), `machine-checked-mandate`,
docs/semantic-ui-fresh-prompt.md	17	OPEN		none	PROVED/REFUTED/OPEN kept distinct), `machine-checked-mandate`,
docs/semantic-ui-fresh-prompt.md	17	machine-checked		none	PROVED/REFUTED/OPEN kept distinct), `machine-checked-mandate`,
docs/semantic-ui-fresh-prompt.md	23	PROVED	semEx_definable,semAll_definable	line	(`semEx_definable`, `semAll_definable`). Everything else is PROVED:
docs/semantic-ui-fresh-prompt.md	49	kernel-checked	G4cTm	line	kernel-checked proof terms (`G4cTm`/`prove`, `PLLG4Term.lean`) and
docs/semantic-ui-fresh-prompt.md	54	conjecture		none	2. The essential-fibre conjecture (NEW, sharp, small).** Say p is
docs/semantic-ui-fresh-prompt.md	63	CONJECTURE		none	Then the CONJECTURE (Matthew, 2026-07-18): the essential ∀p-image is
docs/semantic-ui-fresh-prompt.md	65	proved		none	RN(◯,{}) ∖ {⊥}. Data: ⊥ = ∀p.p, ◯⊥ = ∀p.◯p (both proved, p
docs/semantic-ui-fresh-prompt.md	70	machine-checked		none	3. If blocked on 1:** the machine-checked amalgamation obstruction
docs/semantic-ui-fresh-prompt.md	78	Machine-checked		none	Machine-checked mandate: nothing claimed as proved without a
docs/semantic-ui-fresh-prompt.md	78	proved		none	Machine-checked mandate: nothing claimed as proved without a
docs/semantic-ui-fresh-prompt.md	79	sorry-free		none	sorry-free, `#print axioms`-clean Lean proof; unproven = OPEN /
docs/semantic-ui-fresh-prompt.md	79	OPEN		none	sorry-free, `#print axioms`-clean Lean proof; unproven = OPEN /
docs/semantic-ui-fresh-prompt.md	80	conjecture		none	conjecture, said so.
docs/semantic-ui-route.md	3	sorry-free	SemExDefinable,SemAllDefinable	near	2026-07-18 · companion to `LaxLogic/PLL/SemUI/SemUI.lean` (sorry-free since the
docs/semantic-ui-route.md	5	conjectures	SemExDefinable,SemAllDefinable	line	conjectures `SemExDefinable`/`SemAllDefinable`). Status words used
docs/semantic-ui-route.md	6	PROVED	SemExDefinable,SemAllDefinable	near	precisely: PROVED = machine-checked; OPEN = stated as a conjecture;
docs/semantic-ui-route.md	6	machine-checked	SemExDefinable,SemAllDefinable	near	precisely: PROVED = machine-checked; OPEN = stated as a conjecture;
docs/semantic-ui-route.md	6	OPEN	SemExDefinable,SemAllDefinable	near	precisely: PROVED = machine-checked; OPEN = stated as a conjecture;
docs/semantic-ui-route.md	6	conjecture	SemExDefinable,SemAllDefinable	near	precisely: PROVED = machine-checked; OPEN = stated as a conjecture;
docs/semantic-ui-route.md	10	conjecture		none	essential-fibre conjecture is PROVED (both image theorems), and
docs/semantic-ui-route.md	10	PROVED		none	essential-fibre conjecture is PROVED (both image theorems), and
docs/semantic-ui-route.md	15	machine-checked		none	## 0. Results of 2026-07-19 (all machine-checked in `LaxLogic/PLL/SemUI/SemUI.lean`)
docs/semantic-ui-route.md	17	conjecture	Inessential	near	(a) The essential fibre of the quantifiers — the conjecture is a
docs/semantic-ui-route.md	39	conjectured	essential_fibre_boxFalse,essential_fibre_neg_boxFalse	near	exactly the conjectured structure theorem. Concrete instances proved:
docs/semantic-ui-route.md	39	proved	essential_fibre_boxFalse,essential_fibre_neg_boxFalse	near	exactly the conjectured structure theorem. Concrete instances proved:
docs/semantic-ui-route.md	148	machine-checked	em_p_no_certificate	near	necessity is machine-checked only on the ∀-side,
docs/semantic-ui-route.md	150	conjecture	em_p_no_certificate	near	variable is therefore an empirically complete conjecture with a
docs/semantic-ui-route.md	158	PROVED		none	PROVED in `LaxLogic/PLL/SemUI/SemUI.lean`).** Writing `M[χ]` for the
docs/semantic-ui-route.md	179	REFUTED		none	(i) The FIXED bases are REFUTED — machine-checked — and the repairs
docs/semantic-ui-route.md	179	machine-checked		none	(i) The FIXED bases are REFUTED — machine-checked — and the repairs
docs/semantic-ui-route.md	201	Machine-checked	allCand	near	(plus ◯-prefixed variants). Machine-checked witness:
docs/semantic-ui-route.md	215	conjecture		none	The per-instance support law (the corrected conjecture).** For every
docs/semantic-ui-route.md	225	PROVED		none	PROVED reduction) to this per-instance reconstruction — a finite-
docs/semantic-ui-route.md	243	proved		none	## 1. What was proved today, and what it compresses the problem to
docs/semantic-ui-route.md	254	PROVED	force_iff_of_bisim	line	Invariance** (`force_iff_of_bisim`, PROVED): forcing is invariant
docs/semantic-ui-route.md	258	PROVED		none	The universal properties** (PROVED, via the library's `soundness` +
docs/semantic-ui-route.md	272	OPEN		none	semEx_definable : ∀ p φ, ∃ ψ, IsSemEx p φ ψ (OPEN)
docs/semantic-ui-route.md	273	OPEN		none	semAll_definable : ∀ p φ, ∃ ψ, IsSemAll p φ ψ (OPEN)
docs/semantic-ui-route.md	276	proved		none	apparatus is bypassed. If definability is proved, UI follows by the
docs/semantic-ui-route.md	323	PROVED		none	The induction has been started (PROVED, same file, 2026-07-18 pm):**
docs/semantic-ui-route.md	339	PROVED		none	(PROVED, same file, 2026-07-18 eve):**
docs/semantic-ui-route.md	341	machine-checked	semEx_and_pointwise_fails	near	The obstruction is real and machine-checked*
docs/semantic-ui-route.md	374	conjecture		none	Three connections, one now a theorem-adjacent fact, one a conjecture
docs/semantic-ui-route.md	378	proved		none	now proved for forcing. It FAILS deliberately for the realisability
docs/semantic-ui-route.md	400	Conjecture	Evidence	near	rather than by futures. Conjecture-shaped; a clean small target for
docs/semantic-ui-route.md	422	OPEN		none	finite set, by the finite canonical construction. OPEN: whether the
docs/semantic-ui-route.md	425	proved		none	proved against that quantifier, plausibly via the FMP bound). Status:
docs/semantic-ui-route.md	442	provable	itpA,itpE	near	(their adequacy then provable by uniqueness-up-to-interderivability
docs/semantic-ui-route.md	446	proved	IsSemEx,IsSemAll	line	crispest statement of what was proved. Either way `IsSemEx`/`IsSemAll`
docs/semantic-ui-route.md	453	PROVED		none	| `LaxLogic/PLL/SemUI/SemUI.lean` | ABisim, invariance, identity, specs, four adjunction theorems (all PROVED); two definability targets (OPEN) |
docs/semantic-ui-route.md	453	OPEN		none	| `LaxLogic/PLL/SemUI/SemUI.lean` | ABisim, invariance, identity, specs, four adjunction theorems (all PROVED); two definability targets (OPEN) |
docs/semantic-ui-route.md	460	Conjecture		none	proposal; probe `wip/semui_ctx_probe.lean`).** Conjecture tested: for
docs/semantic-ui-route.md	480	machine-checked		none	ANALYSIS (recorded as analysis, not machine-checked): a single frozen
docs/semantic-ui-route.md	489	OPEN		none	regress). PREDICTION (OPEN, runs timeboxed out): frame-relative
docs/semantic-ui-route.md	493	conjecture		none	confirmed, the one-constraint form of the conjecture holds exactly up
docs/semantic-ui-route.md	504	PROVED		none	### (k) 2026-07-19 afternoon: graduation, and the sandwich lemmas (the constraint–ladder comparison, PROVED)
docs/semantic-ui-route.md	507	sorry-free	SemExDefinable,SemAllDefinable	near	`LaxLogic/PLL/SemUI/SemUI.lean`, registered in the root module, sorry-free —
docs/semantic-ui-route.md	508	CONJECTURES	SemExDefinable,SemAllDefinable	near	the two definability targets are `Prop`-level CONJECTURES
docs/semantic-ui-route.md	509	PROVED	SemExDefinable,SemAllDefinable	line	(`SemExDefinable`, `SemAllDefinable`), everything else PROVED (27
docs/semantic-ui-route.md	512	conjectures		none	conjectures are stated, not asserted.
docs/semantic-ui-route.md	517	machine-checked		none	cl(M) — equivalent? ANSWER, machine-checked in
docs/semantic-ui-route.md	551	OPEN		none	closing the lowT/sideT gap on the constraint side. OPEN, with the
docs/semantic-ui-route.md	563	refuted	FinCM.checkB,CounterEmit.emit,not_provable_of_check	near	honest UNKNOWN. `.refuted` verdicts upgrade to machine-checked
docs/semantic-ui-route.md	563	machine-checked	FinCM.checkB,CounterEmit.emit,not_provable_of_check	near	honest UNKNOWN. `.refuted` verdicts upgrade to machine-checked
docs/semantic-ui-route.md	587	OPEN		none	THE PREDICTION (was OPEN): frame-relative commutation (Θ = fallibility
docs/semantic-ui-route.md	596	refuted		none	PLL value) are refuted by the ONE-WORLD model — a single
docs/semantic-ui-route.md	598	machine-checked		none	residue of the §0(j) analysis, now machine-checked: Θ holds there
docs/semantic-ui-route.md	600	PROVED		none	The other direction `vA', Θ ⊢ A` is PROVED on every row — the
docs/semantic-ui-route.md	607	PROVABLE		none	residual is `find` on very large PROVABLE inputs (the sandwich
docs/semantic-ui-route.md	612	OPEN		none	half by find-terms. The GENERAL iff-law stays OPEN, but the
docs/semantic-ui-route.md	630	PROVED		none	### (n) 2026-07-19 evening: the general fails-half — PROVED (`LaxLogic/PLL/SemUI/SemUIRes.lean`)
docs/semantic-ui-route.md	669	PROVED	chain3_fails_half	near	prediction is thereby PROVED in full generality; only its converse
docs/semantic-ui-route.md	671	OPEN		none	direction) remains OPEN as a general law, currently verified
docs/semantic-ui-route.md	674	PROVED		none	### (o) 2026-07-19 late: the holds-half — PROVED (fully-fallible constraints)
docs/semantic-ui-route.md	681	refuted	theta_applyC,ThetaNamed	near	application `C[x]` — each guard is Θ-refuted, so the constraint
docs/semantic-ui-route.md	706	PROVED		none	### (p) 2026-07-19: the dichotomy at the MODEL level — PROVED (c0Of lifted)
docs/semantic-ui-route.md	733	machine-checked	c0Of,chain2C,chain3C	near	The §0(j) prediction is now a machine-checked iff at the level it was
docs/semantic-ui-route.md	734	conjectured	chain2C,chain3C	near	conjectured.
docs/semantic-ui-route.md	736	REFUTED		none	### (q) 2026-07-19: the POOL experiment — variant saturations REFUTED (certified)
docs/semantic-ui-route.md	738	conjecture		none	The pool form of the constraint conjecture tested
docs/semantic-ui-route.md	747	REFUTED		none	log): EVERY pool REFUTED — {a}, {a,b}, {a,c}, {a,b,c} alike — each by
docs/semantic-ui-route.md	757	PROVED	Cmeet	near	constraint) is already covered by the PROVED fails-half (the combined
docs/semantic-ui-route.md	785	PROVED		none	with candidates `allCandP = ⋀ poolAll`, `exCandP = ⋁ poolEx`. PROVED
docs/semantic-ui-route.md	794	sorry-free	ReconLawAll,ReconLawEx	line	itself = sorry-free Prop conjectures `ReconLawAll`/`ReconLawEx`
docs/semantic-ui-route.md	794	conjectures	ReconLawAll,ReconLawEx	line	itself = sorry-free Prop conjectures `ReconLawAll`/`ReconLawEx`
docs/semantic-ui-route.md	798	refuted	pool_reconstructs_peirce	near	the Peirce witness `(◯⊥⊃p)⊃p` that machine-refuted the fixed basis
docs/semantic-ui-route.md	805	REFUTED		none	(a REFUTED verdict would be a checkB-verified counterexample to the
docs/semantic-ui-route.md	811	REFUTED		none	The certified sweep immediately REFUTED the occurring-rungs-only
docs/semantic-ui-route.md	847	refuted		none	### (t) 2026-07-19 midnight: the frontier row settled — the ∀-law is refuted IN LEAN; the third generator is named
docs/semantic-ui-route.md	863	refuted	poolAll_insufficient_frontier	near	itself refuted in Lean. The ∃-law stands untouched.
docs/semantic-ui-route.md	915	refuted		none	forces p without ◯⊥) while p fails — M₀ refuted, with no stray
docs/semantic-ui-route.md	934	PROVED		none	### (v) 2026-07-20 overnight: the split MECHANISED — `∀p.(((p⊃◯⊥)⊃p)⊃p) = ◯⊥` PROVED
docs/semantic-ui-route.md	936	sorry-free		none	`LaxLogic/PLL/SemUI/SemUISplit.lean` — sorry-free, full library green, all
docs/semantic-ui-route.md	957	PROVED	splitSet,splitVariant_pbisim	near	p on copies ∪ strict cone ∪ F. All frame conditions PROVED.
docs/semantic-ui-route.md	976	proved	semAll_em_p_via_split	line	`semAll_em_p_via_split` — ∀p.(p ∨ ¬p) = ⊥ re-proved via the split:
docs/semantic-ui-route.md	980	OPEN		none	Still OPEN** (next session): (i) whether iterated splits subsume the
docs/semantic-ui-route.md	990	conjecture		none	◯/⊃-alternation conjecture).
docs/semantic-ui-route.md	1007	PROVED		none	Necessity half, PROVED (both cones excluded):*
docs/semantic-ui-route.md	1024	OPEN	_boxBot	line	`_boxBot`. Remaining OPEN step to the unconditional collapse: the
docs/semantic-ui-route.md	1044	machine-checked	RmClusterInternal	near	2. Do iterated splits reach the ◯(◯p⊃p) row?** NO — machine-checked
docs/semantic-ui-route.md	1060	PROVED		none	### (x) 2026-07-20: SUFFICIENCY PROVED — RN({p}) definable with Pitts's values, unconditionally
docs/semantic-ui-route.md	1107	sorry-free	adjoin_pbisim,adjoin_reaches_lob	near	Matthew's probe, mechanised (`LaxLogic/PLL/SemUI/SemUIAdjoin.lean`, sorry-free;
docs/semantic-ui-route.md	1151	sorry-free		none	mechanised as a REDUCTION (`LaxLogic/PLL/SemUI/SemUIAmalg.lean`, sorry-free,
docs/semantic-ui-route.md	1188	OPEN	uniform_interpolation_IPC	near	OPEN (the genuine content of the induction): `FlatAmalgAll p M ψ₀`
docs/semantic-ui-route.md	1197	proved	semEx_box	near	### (aa) 2026-07-20 afternoon: the BOX-COMMUTATION LAW proved (residues isolated) + the one-◯ two-variable sweep CLEAN
docs/semantic-ui-route.md	1199	sorry-free	semEx_box	line	The law** (`LaxLogic/PLL/SemUI/SemUIBox.lean`, sorry-free; `semEx_box` at
docs/semantic-ui-route.md	1205	proved		none	Each side has a FREE half proved unconditionally inside the theorem
docs/semantic-ui-route.md	1245	PROVABLE		none	unprovable-but-battery-missed cells and a 25-premise PROVABLE pool
docs/semantic-ui-route.md	1265	machine-checked		none	fails, machine-checked)
docs/semantic-ui-route.md	1267	PROVED		none	cascade_main_bf: box-free PROVED FlatAmalg: IPC-standard
docs/semantic-ui-route.md	1296	refuted		none	`Lob0Refutes p φ` — φ refuted at level 0 of the Löb variant over
docs/semantic-ui-route.md	1332	sorry-free		none	`LaxLogic/PLL/SemUI/SemUIDesc.lean` (sorry-free, audits pinned, full library
docs/semantic-ui-route.md	1334	PROVED		none	PROVED in one session-tail:
docs/semantic-ui-route.md	1382	REFUTED		none	`canonFin cl` — was built, measured, and REFUTED as the route; the
docs/semantic-ui-route.md	1385	sorry-free	packRel_realises	line	(sorry-free, pins standard three; `packRel_realises` axiom-FREE) plus
docs/semantic-ui-route.md	1392	PROVED	trace_atoms	line	exactly the four forth-and-safety ones, each PROVED: `trace_atoms`,
docs/semantic-ui-route.md	1396	machine-checked	trace_kback_fails,trace_mback_fails	near	two back clauses FAIL, machine-checked on two-world instances
docs/semantic-ui-route.md	1406	PROVED	realises_val_iff	near	(resp. ∈ val) Realises-related to x. Necessary condition PROVED
docs/semantic-ui-route.md	1413	PROVED	preTripleEx	near	PROVED both ways: the residue at (C,x) forces its consistency
docs/semantic-ui-route.md	1423	proved		none	(iv) The probe verdict on the gap (desc_probe, 9 proved-value rows,
docs/semantic-ui-route.md	1428	proved		none	the proved residues). But the ∀-side gfp is EMPTY on every instance
docs/semantic-ui-route.md	1465	PROVED		none	the consistency crux is the class condition, PROVED necessary), while
docs/semantic-ui-route.md	1500	PROVED	force_iff_of_layered	line	PROVED sorry-free: rank preservation (`force_iff_of_layered`, ◯ costs
docs/semantic-ui-route.md	1500	sorry-free	force_iff_of_layered	line	PROVED sorry-free: rank preservation (`force_iff_of_layered`, ◯ costs
docs/semantic-ui-route.md	1526	OPEN		none	OPEN, and probe-able: enumerate finite pointed pairs agreeing on the
docs/semantic-ui-route.md	1530	proved		none	LayeredBisim (escape clauses) with rank preservation re-proved (the
docs/semantic-ui-route.md	1533	proved	agree_iforth	near	## §0(gg) Pillar 2: i-clauses proved; the m-clause analysis (2026-07-20 night V)
docs/semantic-ui-route.md	1535	PROVED	agree_iforth	line	PROVED (PLLSemUIChar.lean, pins standard three): `agree_iforth` /
docs/semantic-ui-route.md	1539	proved	layered_of_frag_agree_W	near	2α, every clause proved except the two weak m-clauses (sorried;
docs/semantic-ui-route.md	1553	PROVED		none	via the PROVED agree_iforth, an i-partner of the row-member; the gap
docs/semantic-ui-route.md	1559	proved		none	witnesses (trace_mforth is the proved prototype). Route (b) is
docs/semantic-ui-route.md	1575	refuted		none	<-maximal, so that it forces the refuted arrow — a trick that needs
docs/semantic-ui-route.md	1593	PROVED		none	What replaces the trick — the canonical LEGO, all PROVED and pinned in
docs/semantic-ui-route.md	1626	REFUTED		none	REFUTED. Variable-free pass (264 models, 746,108 agreeing pairs):
docs/semantic-ui-route.md	1656	machine-checked		none	Session verdict up front: **Lemma 5.4 for PCLL is now machine-checked
docs/semantic-ui-route.md	1659	sorry-free	witTriple_iforth,witTriple_mforth,wit_pbisimC	near	is sorry-free, `#guard_msgs`-pinned at
docs/semantic-ui-route.md	1753	PROVED	mforthResidue_of_sameTraceBase	line	`mforthResidue_of_sameTraceBase` (PROVED) pins the natural rescue: a
docs/semantic-ui-route.md	1762	PROVED	MforthResidue	near	Pillar 1 PROVED. Pillar 2: i-clauses PROVED; E-form m-clauses OPEN
docs/semantic-ui-route.md	1762	OPEN	MforthResidue	near	Pillar 1 PROVED. Pillar 2: i-clauses PROVED; E-form m-clauses OPEN
docs/semantic-ui-route.md	1777	refuted		none	negative control PASSED — the §0(hh) refuted no-descent clause fails
docs/semantic-ui-route.md	1790	machine-checked		none	machine-checked): d = 1 configurations are impossible outright;
docs/semantic-ui-route.md	1794	OPEN	mforthResidue_of_config_absurd	near	so the region stays OPEN, but the residue provably cannot arise in
docs/semantic-ui-route.md	1796	PROVED	mforthResidue_of_config_absurd	line	Consequence in Lean: `mforthResidue_of_config_absurd` (PROVED) pins
docs/semantic-ui-route.md	1803	sorry-free	wit_pbisim,wit_force	near	sorry-free and axiom-clean* — the import chain still contains the
docs/semantic-ui-route.md	1811	OPEN		none	delivery question is OPEN, not refuted: a genuine new opening for
docs/semantic-ui-route.md	1811	refuted		none	delivery question is OPEN, not refuted: a genuine new opening for
docs/skill-proposal.md	60	sorry-free		none	(2) implement it sorry-free, following the existing informal but rigorous
docs/skill-proposal.md	82	sorry-free		none	sorry-free, prove the paper's own soundness and completeness,
docs/skill-proposal.md	96	PROVED		none	paper item | Lean name | status (done / PROVED / OPEN / REFUTED)*, plus
docs/skill-proposal.md	96	OPEN		none	paper item | Lean name | status (done / PROVED / OPEN / REFUTED)*, plus
docs/skill-proposal.md	96	REFUTED		none	paper item | Lean name | status (done / PROVED / OPEN / REFUTED)*, plus
docs/skill-proposal.md	155	REFUTED		none	"between, `4730e30` records ""ExtractForces (W3b) is REFUTED for worldOK v3"
docs/skill-proposal.md	156	PROVED		none	"— three certified cells"", and `bdb46bd` records ""Reconstruction PROVED,"
docs/skill-proposal.md	157	REFUTED		none	"ExtractForces REFUTED, v4 specified"". So the extension's completeness was"
docs/skill-proposal.md	158	proved		none	proved while its soundness was false, twice over (v2's goal conjunct read
docs/skill-proposal.md	162	sorry-free	frj_iff_not_IPL	line	completeness and `frj_iff_not_IPL`, sorry-free.
docs/skill-proposal.md	177	Machine-checked	collectAxioms	near	(a) Machine-checked mandate.** PROVED means sorry-free with a pinned
docs/skill-proposal.md	177	PROVED	collectAxioms	near	(a) Machine-checked mandate.** PROVED means sorry-free with a pinned
docs/skill-proposal.md	177	sorry-free	collectAxioms	near	(a) Machine-checked mandate.** PROVED means sorry-free with a pinned
docs/skill-proposal.md	179	PROVED	collectAxioms	near	`native_decide` taints. PROVED, REFUTED and OPEN stay rigidly distinct,
docs/skill-proposal.md	179	REFUTED	collectAxioms	near	`native_decide` taints. PROVED, REFUTED and OPEN stay rigidly distinct,
docs/skill-proposal.md	179	OPEN	collectAxioms	near	`native_decide` taints. PROVED, REFUTED and OPEN stay rigidly distinct,
docs/skill-proposal.md	180	OPEN	collectAxioms	near	and a `sorry` means OPEN. The standing trap: a false statement compiles
docs/skill-proposal.md	189	proved	Finset,Finset.filter	line	`Finset` carries choice however it is proved; only `Finset.filter` is
docs/skill-proposal.md	203	refuted		none	`fail` only on a certificate. Three certified cells refuted FRJ◯'s
docs/skill-proposal.md	217	proved		none	| 3 Results | Soundness screened, then soundness and completeness proved, `#print axioms` transcribed verbatim | Dated section in the ...
docs/slime-census.md	66	sorry-free	FRJ.completeness	line	`FRJ.completeness` are sorry-free and pinned at `[propext, Quot.sound]`,
docs/slime-census.md	85	proved		none	as *proved of the Lean judgment as written*, which is the only thing a
docs/sn-strategy.md	54	machine-checked		none	machine-checked counterexamples:
docs/t1-join-rule-prompt.md	13	machine-checked		none	You are continuing a machine-checked investigation in the Lean 4 repo
docs/t1-join-rule-prompt.md	49	refuted	addTop	line	this is the safe direction, unlike the refuted `addTop`),
docs/t1-join-rule-prompt.md	88	proved	addRoot_not_confluent	line	The adversarial pass proved (`addRoot_not_confluent`, a machine-checked
docs/t1-join-rule-prompt.md	88	machine-checked	addRoot_not_confluent	line	The adversarial pass proved (`addRoot_not_confluent`, a machine-checked
docs/t1-join-rule-prompt.md	122	kernel-checked	Rewrite.simplifyWith_interd,simplifyWith	near	— canonicalise, then alternate rewriting by the 237 kernel-checked
docs/t1-join-rule-prompt.md	133	unproved	Interd	near	axiom pins re-transcribed. **Never harvest an unproved cell** —
docs/t1-join-rule-prompt.md	134	REFUTED	lean_exe	near	`wip/rnDict.lean` has 87 `sorry`ed cells of which four are REFUTED,
docs/t1-join-rule-prompt.md	147	PROVED		none	Claim discipline**: PROVED means sorry-free with a pinned
docs/t1-join-rule-prompt.md	147	sorry-free		none	Claim discipline**: PROVED means sorry-free with a pinned
docs/t1-join-rule-prompt.md	148	OPEN		none	`#print axioms`; everything else is OPEN or REFUTED, and the three
docs/t1-join-rule-prompt.md	148	REFUTED		none	`#print axioms`; everything else is OPEN or REFUTED, and the three
docs/t1-join-rule-prompt.md	161	PROVED		none	A dated section appended to `docs/disproof-handoff.md`: what is PROVED
docs/tactic-shakedown.md	9	proved	red_pair,red_case,red_bind	line	prove exactly what they proved before (only `red_pair`/`red_case`/`red_bind`/
docs/toolkit-test-design.md	28	proved	conservativity_prop,laxElim	line	| `conservativity.lean` | none | **near-void**: `conservativity_prop`, an isomorphic sibling, sits proved 60 lines above the goal — same 13-case ...
docs/toolkit-test-design.md	309	proved		none	re-derived*. A challenge set built from proved lemmas measures re-derivation
docs/transport-problem-brief.md	40	provable	cast_cast	line	(`cast_cast`, triangle/pentagon-style conditions) are trivially provable by
docs/transport-problem-brief.md	151	proved		none	hell. Preservation/progress are proved once, instead of being wired into the
docs/two-sided-engine.md	15	kernel-checked		none	side of a sequent question `[φ] ⊢? ψ`, each with a kernel-checked
docs/two-sided-engine.md	33	kernel-checked	deriv_iff_simplify,simplifyWith	near	so the engine cannot contradict itself as a matter of kernel-checked
docs/ui-attack.md	5	PROVED	Deriv,LaxND	near	PROVED is sorry-free Lean on `origin/ui-confluence`; all derivability
docs/ui-attack.md	5	sorry-free	Deriv,LaxND	near	PROVED is sorry-free Lean on `origin/ui-confluence`; all derivability
docs/ui-attack.md	36	PROVED		none	must lie in `F(φ) ∩ L`. PROVED about `L`: it contains `t3`, `t4`,
docs/ui-attack.md	47	proved		none	powered by the proved families:
docs/ui-attack.md	57	OPEN		none	Step 1 (DONE): the engines exist. Step 2 (OPEN): the **witness** — a
docs/ui-attack.md	73	PROVED		none	Nothing has ever been PROVED about the existence of either quantifier
docs/ui-attack.md	82	PROVED	hU	line	`c 2 ⊬ phi1` (so `hc` fails), while its `hU` is PROVED outright via
docs/ui-attack.md	100	refuted	hU	near	"(b) If (a) is refuted: prove the off-image version of ""only ⊤ bounds"
docs/ui-attack.md	114	refuted	chain_bound_is_theorem	near	(a) is refuted in maximal generality: **any φ whatsoever** (any
docs/ui-attack.md	129	proved		none	Consequences: C1 is proved (only ⊤ bounds the c-chain — for ALL of
docs/ui-attack.md	177	CONJECTURED	rung_le_gap	near	general even-rung version CONJECTURED, proved for t6). Since
docs/ui-attack.md	177	proved	rung_le_gap	near	general even-rung version CONJECTURED, proved for t6). Since
docs/ui-attack.md	208	conjecture	cmE_agree_below	near	`wip/floor.lean` (delegated probe, verified, landed). The conjecture
docs/ui-attack.md	209	PROVED	cmE_agree_below	near	is PROVED and strengthened. Mechanism: *below-edge agreement*
docs/ui-attack.md	224	PROVED	no_ladder_valid_lower_bound,gap_meet_not_attained,no_lower_bound_above_odd_rungs,even_rung_gap	near	mirror of the ∀-side kill is now PROVED impossible, not merely
docs/ui-attack.md	259	sorry-free	rung_kills,rung_blocks_schema	near	Filters promoted to theorems** (sorry-free, pinned):
docs/ui-attack.md	287	OPEN	gap_one_not_le_two	near	for k ≥ 3 is OPEN.
docs/ui-attack.md	289	conjecture		none	The collapse conjecture** (UNPROVED at the time of writing;
docs/ui-attack.md	289	UNPROVED		none	The collapse conjecture** (UNPROVED at the time of writing;
docs/ui-attack.md	290	PROVED	rank_bound	near	PROVED the same day — see Postscript 4).
docs/ui-attack.md	294	CONJECTURE	rank_bound,rung_kills	near	φ-world, ρ = β — the ◯-escape never lowers the rung rank. CONJECTURE:
docs/ui-attack.md	312	sorry-free		none	sorry-free, `[propext, Classical.choice, Quot.sound]`.
docs/ui-attack.md	348	OPEN		none	itself remains OPEN — neither refuted (this attack is dead) nor
docs/ui-attack.md	348	refuted		none	itself remains OPEN — neither refuted (this attack is dead) nor
docs/ui-attack.md	349	proved		none	proved — but the strongest known obstruction is neutralised, and the
docs/ui-attempts-table.md	6	PROVED		none	"against the Lean source; ""PROVED"" means machine-checked by Lean with"
docs/ui-attempts-table.md	6	machine-checked		none	"against the Lean source; ""PROVED"" means machine-checked by Lean with"
docs/ui-attempts-table.md	7	unproved		none	"no `sorry` (Lean's marker for an unproved gap left in a proof); ""file"""
docs/ui-attempts-table.md	25	machine-checked		none	machine-checked except one lemma, described below, which remains
docs/ui-attempts-table.md	26	unproved		none	unproved despite an extensive search for a counterexample. Separately,
docs/ui-attempts-table.md	66	Machine-checked	G4,cut_not_admissible,contraction_not_admissible	near	... What it is | Complete for PLL? | Cut admissible? | Decidable / terminating proof search? | Machine-checked where |
docs/ui-attempts-table.md	68	REFUTED	G4,cut_not_admissible,contraction_not_admissible	line	... rule, including both ◯-implication rules, consumes its principal formula. | **No.** REFUTED: a sequent derivable in the (cut-admitting) G3 calculus ...
docs/ui-attempts-table.md	68	machine-checked	G4,cut_not_admissible,contraction_not_admissible	line	... the hypothesis once, so the sequent is underivable there (both directions machine-checked by `decide`). | **No.** REFUTED outright (`cut_not_admissible`). Contraction ...
